f1,f2,f3,f4,f5
4.88304231757739,2.41614003339782,4.90365320187993,1.88790487068956,2.61748076067306
2.29882714148417,3.6715824236162,3.68081859569065,1.95396450210334,4.82761714234948
4.64714529816469,2.75878527876921,4.15071848384105,2.31174166282982,3.13797137583606
3.74700484214633,2.2208185121417,2.8502742680721,2.01410167828492,3.87872042367235
3.50604833147677,4.287945875898,4.406758710742,2.02585754703219,2.55050720577128
3.33169442996368,3.81910632783547,3.88765807496384,2.34301299737666,3.97762285498902
4.33566560267955,2.99898159573786,4.72688273573294,2.09218324119784,4.20407873205841
2.37365906050133,4.72899085632525,3.18837556708604,1.74698775307869,3.48703829897568
2.99520976144263,3.77008159039542,2.92485324200243,1.86262942962129,4.60615623136982
3.73578225307222,4.83927718829364,4.19508248916827,1.91086760598001,4.49551383336075
2.84662428073272,4.70699161617085,4.08502570539713,2.24481635948789,4.94989647599868
4.39673170351859,3.16090411623009,3.30590049666353,2.07196276541147,4.00055067520589
2.65494713450652,4.15544298477471,4.42255967110395,2.08015429011881,3.92858042614534
3.75388654409356,4.48204116453417,2.91683913464658,2.02213654318902,2.13543585455045
3.2867648126441,4.74146613385528,4.74366593989544,1.88883177304919,2.57253932743333
2.88558616797646,2.39185639633797,3.88948816852644,2.35738262736062,2.09776173112914
4.82523359930032,2.13325123023242,4.33149277418852,2.09957009564585,4.54158343374729
2.61387113419137,4.96470160339959,4.15143167693168,1.60667656867407,3.27337176795118
3.35761317859723,3.16843806137331,3.98952856822871,2.14027118031274,4.45161031582393
2.10181916042542,4.13316023931839,4.10927600204013,1.90544171845441,2.45497997966595
3.81138100485151,3.57782023074105,2.57790754386224,1.78643525880263,3.21753231692128
4.12522625532585,3.16070382576436,3.79423464369029,1.95640501706834,4.16752679459751
3.92565251978525,4.15570049220696,4.301511565689,1.79479911033855,2.17890148540027
2.686757257146,4.64054215233773,2.70912779564969,1.85422175414177,2.99104766966775
4.84327154649743,2.36348058911972,4.07466818764806,1.87499214643015,4.3302920057904
3.78945939893146,3.10115671041422,2.27671723300591,1.66266133785152,4.52137803542428
2.94367528592446,4.36979559063911,4.21112372097559,2.1675574088989,4.61174459080212
3.17952422671204,2.64680069568567,4.83404321433045,2.0306746235673,4.85912570473738
2.56705863041721,3.86218028282747,3.99226295528933,1.77237261259761,3.15186725743115
4.59259068915935,3.1331670708023,4.00224672397599,2.25076298421399,4.8518958997447
4.52580862184871,3.81210589990951,3.26006502308883,2.08529284429536,4.11231387685984
3.83823324331725,3.69355480466038,2.41390076745301,1.94098570340155,3.26594418147579
3.06584755384591,4.08332990040071,3.40809534094296,2.179025132209,3.17394828191027
4.93672133108139,4.44243105966598,2.28126272791997,2.17562669750661,2.63170023681596
2.72808792959654,3.36105270357803,4.2622200534679,2.1643162163275,4.25744054280221
3.86482362487622,3.10989408520982,3.09898371668532,2.13772805082002,3.33523355145007
2.36873948198039,4.46797711472027,3.70440914505161,2.11078353070752,3.35994452727027
3.78926694303007,3.53787281434052,3.14906394248828,1.98761765788466,2.24975257785991
2.25452739425489,4.22474547591992,2.60971610015258,1.93880746725202,3.09550708625466
2.517110364855,4.54801543452777,3.60579615761526,1.92390579979752,4.68485871748999
3.08265538695294,3.32089914614335,3.15754174720496,1.8610586042159,3.63331353780814
3.96245321256424,3.21772491978481,4.58685607789084,1.95841654439608,2.0924811991863
4.42417559863063,4.55275283241645,2.28069063439034,1.74692072968635,3.16529924958013
2.38106913310302,4.18107383605093,2.19034561351873,2.4337911930677,2.34018573793583
4.99989983567095,3.84521075454541,2.50029211165383,2.241592399661,2.83176337694749
4.13906258574034,4.10000318987295,4.80696569406427,1.77537828335933,4.15855949302204
4.65456897763038,4.24451889190823,3.32752692583017,1.91942303294018,3.12807555496693
2.17107178845534,2.78554292814806,4.02318884828128,1.90666892927536,3.9033798633609
3.07836760753506,2.82858995487913,2.10823399713263,2.15599302366726,3.49024337739684
4.26998035843049,2.59839131496847,3.40526326419786,1.98332618670563,4.4224593732506
3.42841936751076,4.82898799073882,2.13696071063168,2.05066370279895,3.74656522436999
2.89886758464597,2.81343704345636,3.86010108119808,1.99429064893026,2.51603841013275
2.53388436403955,3.49522594735026,4.59467596467584,1.99142590854174,4.81187311885878
1.96407273302946,2.11006364575587,2.58760748174973,2.27372045680289,2.16143262409605
2.62242731972856,4.40521169849671,2.84629535977729,1.95484580286815,2.26169656147249
4.73646957413178,3.21567369764671,4.59556126617827,2.30329412088591,4.52467401698232
4.0326401486141,3.38037771568634,2.0961051415652,1.69024943915396,3.26266778283753
4.28494505322193,4.7934564515017,4.34706612606533,2.11692274992721,4.15245815832168
2.71207018662889,3.16964217694476,3.36520848190412,2.02477084876892,4.20845219329931
2.78174106946783,4.23744910722598,2.24036566563882,2.04318831374879,4.9624116353225
5.18441262388797,4.35082548996434,4.72028261004016,2.07592789655198,4.882901358651
3.4597449410214,2.62236875970848,2.56701996363699,1.89953530937814,2.42538120318204
3.04670380064263,2.16958018881269,4.23828760487959,1.93335852326612,3.99485394754447
2.37559290210652,2.99454150116071,3.29469223949127,1.79628492337858,2.09946272661909
3.6844003806964,4.05141555680893,4.01159659167752,1.78564175470488,3.48354005161673
2.95303883889202,4.30332280485891,2.56235363800079,2.06070572828085,4.37405726802535
2.66915649437947,3.95914817438461,4.64522951864637,2.08964195572589,3.1376292607747
3.82189376886591,4.80141198262572,2.1466023453977,2.0106008453461,4.84489808417857
3.18544434050465,2.01054785470478,2.66061466024257,2.18445349357595,3.98202734114602
4.61347245690985,3.13516727788374,2.78540139831603,2.41001693712543,3.29829528578557
2.32923587576623,3.93111215345562,4.30162971210666,1.90179376678869,4.51604779460467
4.70971193557258,2.29721783357672,3.15788751258515,1.53816622487184,4.41409616870806
3.01452998465859,2.04519038554281,2.83571932720952,2.20114770489245,3.28118691546842
4.39982583874558,2.44569521141239,2.23284653620794,1.85815984748352,2.98817152855918
3.88257404440363,4.23593093990348,3.50091458857059,1.86239827670653,3.69512153882533
3.47033129516688,4.5582402527798,3.3543543482665,2.20511427393934,4.58368751592934
3.86927416240127,2.97483637183905,4.95980483968742,1.9430453985898,3.75761307426728
2.12798818979053,2.80000852630474,2.42640302143991,1.75585645754909,3.93536038487218
2.91883406508304,2.730642326409,4.50150725455023,2.03626069594983,4.30125220865011
4.11607475506589,4.8687508746516,2.08858847012743,1.97222172751219,4.0785710720811
2.84901119198052,3.49180621816777,4.336276111193,2.00115283717998,4.6003930484876
4.20411435680399,4.08335472620092,2.68602182087488,2.07705608022527,2.28409265680239
2.77897073480668,4.74539574189112,2.40158035536297,1.92586799364152,3.82981788250618
4.36707159927656,3.82676536100917,2.57183277141303,2.12887530970377,2.72262436896563
4.87352083167255,2.7878265734762,2.64759391918778,1.95590268763625,3.40892497682944
1.93689443041255,4.75679221330211,4.80251417635009,2.06635639278314,2.85176626010798
2.11030957325301,4.13483923580498,4.96645296365023,2.21936780262987,4.75532383588143
3.99451536915205,2.13148578139953,2.93007478560321,2.08703629816676,3.1992321475409
3.46000166852805,3.90052288048901,2.41139263799414,1.93481368289375,3.69603398093022
4.48282628267506,4.55819716351107,3.98295742017217,2.22976152369022,2.24263103702106
5.0391516948073,2.35728757805191,3.75474013015628,2.19870077119242,4.82810055464506
2.40326800869251,4.8561137097422,3.03219599765725,2.10967939190161,4.20733581599779
3.71356654538723,2.12251957925037,4.44186961534433,2.04774634702229,3.42593664862216
4.11595870193302,2.51179994503036,2.8495518786367,1.87441878479213,2.54552974598482
2.2504241225761,2.06946022878401,4.53752318187617,2.272130489706,4.19110064161941
4.62818457653553,3.16972971963696,2.41106565645896,1.87994808257057,3.84388113184832
2.77916250090104,4.12783142272383,4.5858432687819,2.43746659860332,2.18312477017753
2.03424529536268,3.96726663713343,2.20136185665615,2.30652212523704,2.15988614968956
3.86417292388463,3.45842815050855,3.30562530620955,1.9528599281799,3.3657689448446
4.3248008117687,2.24216948822141,4.04040487855673,1.79471581993864,2.54288641083986
4.6175559981919,2.41614003339782,4.90365320187993,2.20298863454873,2.61748076067306
4.17781873762646,3.6715824236162,3.68081859569065,1.60145030226228,4.82761714234948
2.64447785564514,2.75878527876921,4.15071848384105,1.91454414255891,3.13797137583606
3.92950199148811,2.2208185121417,2.8502742680721,2.02332745671654,3.87872042367235
4.75803819360387,4.287945875898,4.406758710742,1.82135848598901,2.55050720577128
3.54607043302522,3.81910632783547,3.88765807496384,2.06678058849984,3.97762285498902
3.66456705558555,2.99898159573786,4.72688273573294,2.08228598412315,4.20407873205841
4.5304918384377,4.72899085632525,3.18837556708604,1.9933927681448,3.48703829897568
4.79221979576801,3.77008159039542,2.92485324200243,1.50682036124799,4.60615623136982
3.81178467687213,4.83927718829364,4.19508248916827,2.51429162917333,4.49551383336075
2.13745363870068,4.70699161617085,4.08502570539713,1.95894014850636,4.94989647599868
4.23547473842955,3.16090411623009,3.30590049666353,2.13023865631753,4.00055067520589
3.77615013058881,4.15544298477471,4.42255967110395,2.05475329820731,3.92858042614534
3.17048584478853,4.48204116453417,2.91683913464658,2.20493464696367,2.13543585455045
3.11235734247049,4.74146613385528,4.74366593989544,2.16353188927482,2.57253932743333
2.21258481462623,2.39185639633797,3.88948816852644,1.9580413657543,2.09776173112914
3.17479082925962,2.13325123023242,4.33149277418852,2.0756335544417,4.54158343374729
4.67821407241677,4.96470160339959,4.15143167693168,1.81091823377522,3.27337176795118
2.54887011387391,3.16843806137331,3.98952856822871,2.17138460217986,4.45161031582393
4.01502809287453,4.13316023931839,4.10927600204013,1.90779233222313,2.45497997966595
2.32349731912696,3.57782023074105,2.57790754386224,2.48335467075764,3.21753231692128
2.64209493276744,3.16070382576436,3.79423464369029,1.66979022086236,4.16752679459751
4.32512249260733,4.15570049220696,4.301511565689,1.9072025514068,2.17890148540027
2.97619172426516,4.64054215233773,2.70912779564969,2.16507597255185,2.99104766966775
2.24011928651072,2.36348058911972,4.07466818764806,2.10202650937573,4.3302920057904
2.36232525459462,3.10115671041422,2.27671723300591,1.882103792297,4.52137803542428
4.82741653977864,4.36979559063911,4.21112372097559,1.8006438515585,4.61174459080212
3.49231445499345,2.64680069568567,4.83404321433045,2.02889514094214,4.85912570473738
2.07570127212932,3.86218028282747,3.99226295528933,1.99713851736662,3.15186725743115
4.11172693139599,3.1331670708023,4.00224672397599,1.64194375254719,4.8518958997447
3.48506791960423,3.81210589990951,3.26006502308883,2.00691021342677,4.11231387685984
4.08793322467419,3.69355480466038,2.41390076745301,2.03804606313849,3.26594418147579
4.21559038424458,4.08332990040071,3.40809534094296,2.03494527939637,3.17394828191027
3.7652911720337,4.44243105966598,2.28126272791997,1.78899659147946,2.63170023681596
3.89316093171339,3.36105270357803,4.2622200534679,2.09522665566053,4.25744054280221
3.86874135775082,3.10989408520982,3.09898371668532,2.27571402739185,3.33523355145007
3.12100728682062,4.46797711472027,3.70440914505161,2.09124728063596,3.35994452727027
3.09191010217535,3.53787281434052,3.14906394248828,1.77288230592513,2.24975257785991
3.72227478852993,4.22474547591992,2.60971610015258,1.91287090606162,3.09550708625466
2.68035072922939,4.54801543452777,3.60579615761526,2.06922072391072,4.68485871748999
4.32853330702693,3.32089914614335,3.15754174720496,1.87059087373635,3.63331353780814
3.27030500561355,3.21772491978481,4.58685607789084,1.56847073299694,2.0924811991863
2.24936644617513,4.55275283241645,2.28069063439034,2.17685016400564,3.16529924958013
4.98721822318399,4.18107383605093,2.19034561351873,1.8341044776751,2.34018573793583
2.57239175879794,3.84521075454541,2.50029211165383,1.88528794584634,2.83176337694749
3.39674661080504,4.10000318987295,4.80696569406427,2.30078012180091,4.15855949302204
3.71084264088194,4.24451889190823,3.32752692583017,1.84517101407892,3.12807555496693
3.81910547139675,2.78554292814806,4.02318884828128,2.16914630803786,3.9033798633609
3.13287889733001,2.82858995487913,2.10823399713263,1.74786342423624,3.49024337739684
2.61472279755501,2.59839131496847,3.40526326419786,1.9290915193852,4.4224593732506
4.35627057096527,4.82898799073882,2.13696071063168,1.9852887961727,3.74656522436999
3.81878598325789,2.81343704345636,3.86010108119808,1.76626971511513,2.51603841013275
4.37057709022851,3.49522594735026,4.59467596467584,1.87305034701822,4.81187311885878
4.46669937280547,2.11006364575587,2.58760748174973,1.99423168941434,2.16143262409605
3.68242130792162,4.40521169849671,2.84629535977729,2.13413919374679,2.26169656147249
2.95030138400649,3.21567369764671,4.59556126617827,1.66989069131498,4.52467401698232
2.40147556578236,3.38037771568634,2.0961051415652,1.93004915215775,3.26266778283753
4.67080617753623,4.7934564515017,4.34706612606533,2.1512812877091,4.15245815832168
3.6850443631839,3.16964217694476,3.36520848190412,1.89223816800448,4.20845219329931
2.65413804171993,4.23744910722598,2.24036566563882,2.04545838433459,4.9624116353225
3.30025999690169,4.35082548996434,4.72028261004016,2.09844571401289,4.882901358651
2.89819940509106,2.62236875970848,2.56701996363699,2.05356700306634,2.42538120318204
